"sample_id","station","year","month","day","yearday","season","latitude","longitude","depth","Acartia","Acartia hudsonica","Aetideidae","Calanus finmarchicus","Calanus finmarchicus I-IV","Calanus finmarchicus V","Calanus finmarchicus VI","Calanus glacialis","Calanus hyperboreus","Calocalanus pavo","Centropages","Centropages hamatus","Centropages typicus","Clausocalanus","Euchaeta","Mecynocera clausi","Metridia","Metridia longa","Metridia lucens","Microcalanus","Microsetella","Nannocalanus minor","Oithona","Oithona atlantica","Oithona similis","Oncaea","Paracalanus","Paraeuchaeta norvegica","Pleuromamma","Pleuromamma borealis","Pleuromamma robusta","Pseudocalanus","Scolecithricella minor","Spinocalanus","Temora","Triconia borealis","Triconia conifera"
"99054005_99054102001001","HL2",1999,10,24,297,NA,44.26,-63.33,149,0,0,0,12359.2419664927,4119.74732216424,6179.62098324636,2059.87366108212,0,0,0,0,0,170969.513869816,6179.62098324636,0,0,0,6179.62098324636,14419.1156275748,22658.6102719033,0,0,0,2059.87366108212,135951.66163142,0,63856.0834935457,0,0,0,0,14419.1156275748,0,0,0,0,0
"99054220_99054102050003","HL2",1999,11,5,309,NA,44.27,-63.3,149,0,0,0,25482.3825503356,4247.06375838926,19819.6308724832,1415.68791946309,0,0,0,0,0,188286.493288591,1415.68791946309,0,1415.68791946309,0,5662.75167785235,11325.5033557047,8494.12751677852,0,0,0,0,120333.473154362,0,31145.1342281879,0,0,0,1415.68791946309,12741.1912751678,0,0,0,0,8494.12751677852
"99054284_99054102055001","HL2",1999,11,12,316,NA,44.26,-63.32,149,0,2.26646248085758,0,7397.73353751914,4170.29096477795,2393.3843797856,834.05819295559,0,217.580398162328,0,0,0,165.451761102603,2.26646248085758,0,0,0,2.26646248085758,27.197549770291,38.5298621745789,0,2.26646248085758,0,36.2633996937213,401.163859111792,0,2.26646248085758,0,0,0,0,56.6615620214395,0,0,2.26646248085758,0,6.79938744257274
"99666014_99666102014001","HL2",1999,11,24,328,NA,44.26,-63.31,149,0,0,2832.32628398792,2379.15407854985,385.196374622356,1948.64048338369,45.3172205438066,0,0,0,0,0,56646.5256797583,5664.65256797583,0,0,0,0,14161.6314199396,11329.3051359517,0,2832.32628398792,0,14161.6314199396,269070.996978852,0,5664.65256797583,0,0,0,0,67975.83081571,0,0,5664.65256797583,0,2832.32628398792
"99666015_99666102015001","HL2",1999,12,10,344,NA,44.26,-63.31,149,0,0,0,19667.6737160121,16767.3716012085,1450.15105740181,1450.15105740181,0,815.70996978852,0,0,0,29739.4259818731,7080.81570996979,0,4248.48942598187,0,0,9913.1419939577,22658.6102719033,0,0,0,15577.7945619335,281816.465256798,0,18410.1208459215,0,0,0,0,24074.7734138973,0,0,0,0,4248.48942598187
"99666016_99666102016001","HL2",1999,12,23,357,NA,44.26,-63.31,149,0,0,0,8927.49244712991,7386.70694864048,271.90332326284,1268.88217522659,0,90.6344410876133,2832.32628398792,0,0,192598.187311178,11329.3051359517,0,8496.97885196375,0,5664.65256797583,5664.65256797583,22658.6102719033,0,2832.32628398792,0,8496.97885196375,484327.794561933,0,65143.5045317221,0,2832.32628398792,0,0,56646.5256797583,0,0,0,0,0
"2000666001_2000666102001001","HL2",2000,1,10,10,NA,44.26,-63.31,149,0,0,0,4670.18549238426,714.824310058815,1620.26843613331,2335.09274619213,142.964862011763,23.8274770019605,0,11318.0515759312,0,0,1414.7564469914,0,0,0,2829.51289398281,19806.5902578797,19806.5902578797,0,0,0,8488.53868194842,178259.312320917,0,0,0,0,0,0,41027.9369627507,0,0,2829.51289398281,0,1414.7564469914
"2000666002_2000666102002001","HL2",2000,1,31,31,NA,44.26,-63.31,149,0,0,0,3299.41520467836,833.918128654971,1123.97660818713,1341.52046783626,36.2573099415205,217.543859649123,0,0,0,7309.94152046783,0,0,0,0,730.994152046783,4385.9649122807,5116.95906432748,730.994152046783,0,0,730.994152046783,89181.2865497076,0,5847.95321637427,0,0,0,0,8771.9298245614,730.994152046783,0,3654.97076023392,0,0
"99065000_99065102000001","HL2",2000,2,15,46,NA,44.26,-63.33,149,0,0,453.333333333333,3400,736.666666666667,1246.66666666667,1416.66666666667,0,198.333333333333,0,0,0,2266.66666666667,0,0,0,0,1813.33333333333,6346.66666666667,14506.6666666667,0,0,0,2266.66666666667,60293.3333333333,0,0,906.666666666667,0,0,0,7253.33333333333,0,0,0,0,0
"99066001_99066102001001","HL2",2000,3,2,62,NA,44.26,-63.31,149,0,0,0,7288.89438535741,3627.00964630225,1534.50408112788,2127.38065792728,244.125649270344,279.00074202325,0,0,0,17228.2958199357,906.752411575563,0,0,0,9067.52411575563,0,10881.0289389068,0,0,0,6347.26688102894,194045.01607717,0,3627.00964630225,0,0,0,0,75260.4501607717,0,0,5440.51446945338,0,0
"99066123_99066102123001","HL2",2000,3,17,77,NA,44.26,-63.31,149,0,0,0,4494.77351916376,1567.94425087108,766.550522648084,2160.2787456446,452.961672473868,0,0,11777.0034843206,0,0,0,0,0,0,905.923344947735,5435.54006968641,9059.23344947735,0,0,0,3623.69337979094,113240.418118467,0,0,0,0,0,0,69756.0975609756,1811.84668989547,0,8153.31010452962,1811.84668989547,0
"2000002005_2000002102001001","HL2",2000,4,6,97,NA,44.26,-63.31,149,0,0,1742.59397560368,30265.3721682848,22110.0323624595,4168.28478964401,3987.05501618123,724.919093851133,5980.58252427184,0,0,0,45307.4433656958,0,0,0,0,5227.78192681105,38337.067463281,10455.5638536221,0,0,0,31366.6915608663,160318.645755539,0,5227.78192681105,0,0,0,0,128951.954194673,1742.59397560368,0,20911.1277072442,1742.59397560368,0
"2000002073_2000002102020001","HL2",2000,4,12,103,NA,44.26,-63.31,149,0,0,0,62518.593892149,44553.4807047498,11138.3701761875,6826.74301121167,2515.11584623588,3233.72037373184,0,0,0,11913.7066400647,3574.1119920194,0,0,0,5956.85332003234,25018.7839441358,4765.48265602587,0,0,0,41697.9732402264,70290.8691763816,0,1191.37066400647,0,0,0,0,41697.9732402264,0,0,9530.96531205175,3574.1119920194,0
"2000002200_2000002102063002","HL2",2000,4,23,114,NA,44.26,-63.31,149,0,0,0,138995.599932307,127661.194787612,8948.21458791674,2386.1905567778,1193.0952783889,2982.73819597225,0,0,0,10462.5278258719,0,0,0,0,1743.75463764531,10462.5278258719,1743.75463764531,0,0,0,15693.7917388078,122062.824635172,0,0,0,0,0,0,113344.051446945,0,0,19181.3010140984,1743.75463764531,0
"2000001030_2000001102077001","HL2",2000,5,2,123,NA,44.26,-63.31,149,0,0,0,116802.223020123,103220.569180574,13128.9320448975,452.721794651638,452.721794651638,452.721794651638,0,0,0,31342.2780912673,10447.4260304224,0,0,0,0,31342.2780912673,20894.8520608448,0,0,0,27859.8027477931,40048.4664499526,0,0,0,0,0,0,36565.9911064785,0,0,34824.7534347414,0,0
"2000002246_2000002102236001","HL2",2000,5,8,129,NA,44.26,-63.33,149,0,0,1743.43267758275,151678.6429497,116809.989398045,31381.7881964896,3486.86535516551,0,0,0,0,0,15690.8940982448,3486.86535516551,0,0,0,1743.43267758275,27894.9228413241,29638.3555189068,0,0,0,8717.16338791377,85428.201201555,0,0,0,0,0,0,69737.3071033102,0,0,6973.73071033102,1743.43267758275,0
"2000009007_2000009102007001","HL2",2000,5,20,141,NA,44.26,-63.31,149,0,0,0,137144.220066783,113293.051359517,23851.1687072667,0,0,1192.55843536333,0,4770.23374145333,0,0,3577.67530609,0,0,0,9540.46748290666,33391.6361901733,2385.11687072667,0,0,0,0,20273.4934011767,0,0,0,0,0,0,34584.1946255366,0,0,1192.55843536333,0,0
"2000009153_2000009102153001","HL2",2000,6,8,160,NA,44.26,-63.31,149,0,0,0,67002.6861437238,45272.0852322458,19466.9966498657,2263.60426161229,0,1358.16255696737,0,2716.32511393475,0,0,9054.41704644916,0,0,0,7243.53363715933,18108.8340928983,5432.6502278695,0,0,0,4527.20852322458,114085.654785259,0,9054.41704644916,0,0,0,0,201008.058431171,1810.88340928983,0,4527.20852322458,905.441704644916,0
"2000075025_2000075102005001","HL2",2000,6,14,166,NA,44.26,-63.32,149,0,0,0,86922.4036459119,47535.6894938581,38028.5515950865,1358.16255696737,0,452.720852322458,0,1810.88340928983,0,0,2716.32511393475,0,0,0,3621.76681857966,13581.6255696737,1810.88340928983,0,0,0,1810.88340928983,122234.630127064,905.441704644916,0,0,0,0,0,133099.930582803,0,0,6338.09193251441,905.441704644916,0
"2000026000_2000026102000001","HL2",2000,6,29,181,NA,44.26,-63.31,149,0,0,0,49346.6756170286,13128.9320448975,33954.1345988729,2263.60897325819,0,452.721794651638,0,5432.66153581966,0,0,0,0,0,0,0,30785.0820363114,5432.66153581966,0,0,0,9054.43589303277,126762.102502459,0,905.443589303277,0,0,0,0,108653.230716393,1810.88717860655,0,1810.88717860655,1810.88717860655,0
"2000026103_2000026102103001","HL2",2000,7,15,197,NA,44.26,-63.32,149,0,0,0,96883.4633574518,9959.98221431748,84207.1223574114,2716.35878572295,0,0,0,7243.62342859453,0,0,0,0,0,0,9054.52928574316,60665.3462144792,12676.3410000404,0,0,0,8149.07635716884,230890.496786451,0,7243.62342859453,0,0,0,905.452928574316,55232.6286430333,2716.35878572295,0,905.452928574316,8149.07635716884,0
"2000031126_2000031102126001","HL2",2000,7,29,211,NA,44.26,-63.31,149,0,0,0,55684.6648356623,7998.06839103009,44819.3643799233,2867.2320647089,0,150.906950774153,0,0,3621.76681857966,0,5432.6502278695,0,0,0,1810.88340928983,34406.7847765068,7243.53363715933,0,0,0,7243.53363715933,235414.843207678,0,31690.4596625721,0,0,0,0,18108.8340928983,0,0,3621.76681857966,2716.32511393475,0
"2000666004_2000666102004001","HL2",2000,8,22,235,NA,44.26,-63.31,149,0,0,0,34118.0932185041,3608.64447503408,28049.009328674,2460.43941479597,0,0,0,0,0,38307.1490426695,0,0,0,0,0,6964.93618957627,1741.23404739407,0,0,1741.23404739407,6964.93618957627,186312.043071165,0,29600.9788056992,0,0,0,0,10447.4042843644,0,0,3482.46809478814,0,0
"2000666005_2000666102005001","HL2",2000,9,12,256,NA,44.26,-63.31,149,0,0,0,8027.89883478777,1579.25878717136,5922.22045189262,526.419595723788,0,263.209797861894,0,0,0,57685.3989249583,1460.38984620148,0,0,0,2190.58476930222,10952.9238465111,7301.94923100739,0,0,0,730.194923100739,44541.890309145,0,17524.6781544177,0,0,0,0,2190.58476930222,0,0,7301.94923100739,1460.38984620148,0
"2000050005_2000050102001001","HL2",2000,9,30,274,NA,44.3,-63.2,149,0,0,0,7448.95348918899,1374.07879897661,5568.63513269469,506.239557517699,0,144.639873576485,0,0,0,46002.4785008825,2920.79228577032,0,0,0,2920.79228577032,8032.17878586837,6571.78264298321,0,0,0,4381.18842865548,64257.430286947,0,22636.14021472,0,0,0,0,1460.39614288516,0,0,3650.9903572129,0,0
"2000050083_2000050102019001","HL2",2000,10,7,281,NA,44.26,-63.32,149,0,0,0,9563.75358166189,1244.98567335244,7922.63610315186,396.131805157593,0,339.541547277937,0,0,0,91449.8567335244,1810.888252149,0,0,0,2716.3323782235,21730.659025788,9959.88538681948,0,0,0,3621.77650429799,50704.8710601719,0,31690.5444126075,905.444126074499,0,0,0,5432.66475644699,905.444126074499,0,0,0,0
"2000050286_2000050102050001","HL2",2000,10,16,290,NA,44.26,-63.31,149,0,0,0,10302.3728792289,725.519216847105,9431.74981901237,145.103843369421,0,0,0,0,0,77401.1985147338,730.199985988054,0,0,0,3650.99992994027,34319.3993414385,10952.9997898208,0,0,0,4381.19991592833,65717.9987389249,0,10952.9997898208,0,0,0,0,8032.1998458686,0,0,4381.19991592833,0,0
"2000050328_2000050102051001","HL2",2000,10,25,299,NA,44.26,-63.31,149,0,0,0,2788.76045030634,289.741345486373,2299.82192979809,199.197175021881,36.2176681857966,54.326502278695,0,0,0,124950.955240998,905.441704644916,0,0,0,1810.88340928983,13581.6255696737,16297.9506836085,0,0,0,905.441704644916,53421.06057405,0,20825.1592068331,0,0,0,0,1810.88340928983,905.441704644916,0,0,0,0
"2000068088_2000068102088001","HL2",2000,12,8,343,NA,44.27,-63.32,149,0,0,0,7767.81731928395,2335.1107278829,4574.91081381141,857.795777589638,95.3106419544043,95.3106419544043,0,0,0,56137.9681111441,1810.90219713368,0,0,0,1810.90219713368,8149.05988710157,15392.6686756363,0,0,0,0,238133.638923079,0,25352.6307598715,0,0,0,0,24447.1796613047,0,0,1810.90219713368,905.451098566841,0
"2001666001_2001666102001001","HL2",2001,1,5,5,NA,44.26,-63.31,149,0,0,0,9959.85875109407,2320.1943681526,5659.01065403072,1980.65372891075,0,452.720852322458,0,4527.20852322458,0,0,0,0,0,0,905.441704644916,9959.85875109407,12676.1838650288,0,0,0,905.441704644916,264388.977756315,0,0,0,0,0,0,17203.3923882534,0,0,2716.32511393475,0,0
"2001003000_2001003102000001","HL2",2001,2,13,44,NA,44.26,-63.31,149,0,0,0,4844.12320277253,1675.07064021106,1946.70371700205,1222.34884555942,181.088717860655,135.816538395492,0,0,0,23541.5333218852,905.443589303277,0,0,0,0,4527.21794651638,9054.43589303277,905.443589303277,0,0,3621.77435721311,145776.417877828,0,905.443589303277,0,0,0,0,22636.0897325819,1810.88717860655,0,0,1810.88717860655,0
"2001004001_2001004102001001","HL2",2001,2,27,58,NA,44.26,-63.3,149,0,0,0,19096.6148780739,3621.77178722091,6996.60458894948,8478.23850190349,411.564975820558,823.129951641115,0,4527.21473402613,0,0,0,0,0,0,5432.65768083136,10865.3153616627,10865.3153616627,0,0,0,0,106842.267723017,0,0,0,0,0,0,25352.4025105464,0,0,905.442946805227,0,0
"2001004094_2001004102094001","HL2",2001,3,14,73,NA,44.26,-63.31,149,0,0,0,38481.2791998421,30634.1163826194,4979.93024939133,2867.23256783137,452.720931762848,1961.79070430567,0,0,0,22636.0465881424,0,0,0,0,2716.32559057709,30785.0233598737,16297.9535434625,905.441863525696,0,0,5432.65118115417,192859.116930973,0,2716.32559057709,0,0,0,0,33501.3489504507,0,0,2716.32559057709,905.441863525696,0
"2001666003_2001666102003001","HL2",2001,3,30,89,NA,44.26,-63.31,149,0,0,0,28295.4113970266,22636.3291176213,2716.35949411455,2942.72278529077,7696.35189999124,4753.62911470047,0,0,0,10865.4379764582,0,0,0,0,9507.25822940094,14939.97721763,13129.0708882203,0,0,3621.81265881941,2263.63291176213,168867.015217455,452.726582352426,0,0,0,452.726582352426,0,51158.1038058241,452.726582352426,0,452.726582352426,2263.63291176213,0
"2001666004_2001666102004001","HL2",2001,4,10,100,NA,44.26,-63.31,149,0,0,0,86374.3731404689,73269.2958363978,7148.22398403881,5956.85332003234,10722.3359760582,12509.3919720679,0,0,0,10447.4042843644,0,0,0,0,0,1741.23404739407,5223.70214218221,0,0,0,0,174123.404739407,0,0,0,0,0,0,81838.0002275212,0,0,19153.5745213348,1741.23404739407,0
"2001009005_2001009102001002","HL2",2001,5,1,121,NA,44.26,-63.31,149,0,0,0,35312.5544140693,30242.0337802542,4346.16054327007,724.360090545011,905.450113181264,9778.86122235765,0,2716.35033954379,0,0,0,0,0,0,905.450113181264,4527.25056590632,2716.35033954379,0,0,0,1810.90022636253,95977.711997214,0,0,0,0,0,0,88734.1110917639,0,0,8149.05101863138,0,0
"2001009089_2001009102021002","HL2",2001,5,6,126,NA,44.26,-63.31,149,0,0,0,9205.38782335607,8149.03184362669,754.539985520989,301.815994208396,1207.26397683358,12374.4557625442,0,0,0,8149.03184362669,0,0,0,0,0,7243.5838610015,4527.23991312594,0,0,0,2716.34394787556,39839.7112355082,905.447982625187,0,0,0,0,0,37123.3672876327,0,0,1810.89596525037,905.447982625187,0
"2001009261_2001009102064001","HL2",2001,5,16,136,NA,44.26,-63.31,149,0,0,0,22334.4105397449,21127.1451051641,301.816358645202,905.449075935606,603.632717290404,14638.0933942923,0,0,0,2716.34722780682,0,0,0,0,1810.89815187121,7243.59260748485,1810.89815187121,0,0,0,1810.89815187121,53421.4954802007,0,0,0,0,0,0,89639.458517625,0,0,7243.59260748485,1810.89815187121,0
"2001009291_2001009102078001","HL2",2001,5,25,145,NA,44.26,-63.32,149,0,0,0,41047.1164683634,35312.5928441068,3319.98736141175,2414.53626284491,1509.08516427807,10563.5961499465,0,5223.75633788562,0,0,1741.25211262854,0,0,0,0,12188.7647883998,0,0,0,0,1741.25211262854,120146.395771369,0,0,0,0,0,0,148006.429573426,0,0,6965.00845051416,0,0
"2001022007_2001022102007001","HL2",2001,5,30,150,NA,44.26,-63.31,149,0,0,0,25171.4482134174,22455.1048810342,2173.07466590654,543.268666476634,543.268666476634,8873.38821911836,0,0,0,0,0,0,0,0,0,6338.1344422274,2716.34333238317,0,0,0,905.447777461057,51610.5233152803,0,0,0,0,0,0,58854.1055349687,0,0,6338.1344422274,1810.89555492211,0
"2001022264_2001022102064001","HL2",2001,6,15,166,NA,44.27,-63.32,149,0,0,0,30604.0615703014,24809.2096753331,4889.40628637951,905.445608588798,0,5975.94101668607,0,2716.33682576639,0,0,0,0,0,0,0,9054.45608588798,4527.22804294399,0,0,0,905.445608588798,149398.525417152,0,0,0,0,0,0,54326.7365153279,0,0,905.445608588798,905.445608588798,0
"2001032000_2001032102000001","HL2",2001,7,3,184,NA,44.25,-63.33,149,0,0,0,83301.3225045272,57496.021511277,25352.5764144213,452.724578828952,0,1810.89831531581,0,6338.14410360533,905.449157657905,0,0,0,0,0,905.449157657905,14487.1865225265,7243.59326126324,0,0,0,1810.89831531581,211875.10289195,0,0,0,0,0,0,151210.00932887,0,0,19014.432310816,2716.34747297371,0
"2001037000_2001037102000001","HL2",2001,7,16,197,NA,44.26,-63.31,149,0,0,0,33803.4285466132,12978.102031289,19316.244883779,1509.08163154523,603.632652618094,2112.71428416333,0,5432.69387356284,905.448978927141,0,0,0,0,0,2716.34693678142,9959.93876819855,9959.93876819855,0,0,0,4527.2448946357,155737.224375468,0,0,0,0,0,0,98693.9387030583,0,0,0,3621.79591570856,0
"2001037111_2001037102111001","HL2",2001,7,30,211,NA,44.26,-63.31,149,0,0,0,25352.6331998768,8666.46134893748,14745.9193101324,1940.2525408069,258.700338774253,5044.65660609794,0,6338.1582999692,905.451185709886,0,0,0,0,0,2716.35355712966,12676.3165999384,4527.25592854943,905.451185709886,0,0,9959.96304280875,150304.896827841,0,0,0,0,0,0,71530.643671081,0,0,2716.35355712966,905.451185709886,0
"2001666005_2001666102005001","HL2",2001,8,15,227,NA,44.26,-63.31,149,0,0,0,45786.5407462486,14147.5266350768,29323.9642981592,2315.04981301257,514.455514002793,4115.64411202234,0,4074.48767090212,0,0,0,0,0,0,1358.16255696737,1358.16255696737,905.441704644916,0,0,0,3169.04596625721,138985.301662995,0,4527.20852322458,0,0,0,0,24446.9260254127,0,0,0,0,0
"2001666006_2001666102006001","HL2",2001,8,30,242,NA,44.26,-63.31,149,0,0,0,20825.1877765202,6224.92025928593,13468.4638337278,1131.80368350653,113.180368350653,1697.7055252598,0,64425.7481380642,0,0,1741.2364361639,0,0,0,1741.2364361639,0,5223.70930849169,0,0,0,8706.18218081949,134075.20558462,0,134075.20558462,0,0,0,0,24377.3101062946,0,0,5223.70930849169,0,0
"2001666007_2001666102007001","HL2",2001,9,18,261,NA,44.26,-63.31,149,0,0,0,21640.0567410135,2897.41345486373,18289.9224338273,452.720852322458,0,995.985875109407,0,0,0,90996.891316814,0,0,0,0,452.720852322458,452.720852322458,905.441704644916,0,0,0,2263.60426161229,36217.6681857966,0,21730.600911478,0,0,0,0,1810.88340928983,0,0,452.720852322458,0,0
"2001666008_2001666102008001","HL2",2001,10,12,285,NA,44.26,-63.31,149,0,0,0,10639.0633666632,1471.35982730448,8884.74972641552,282.953812943169,113.181525177268,169.772287765902,0,0,0,41198.0751645255,226.363050354535,0,0,0,0,1131.81525177268,1810.90440283628,0,0,0,1810.90440283628,20825.4006326173,0,18788.1331794264,0,0,0,0,0,0,0,0,0,0
"2001061045_2001061102013002","HL2",2001,10,24,297,NA,44.27,-63.31,149,0,0,0,12178.3379511418,633.816845040836,11363.4305789464,181.090527154525,0,135.817895365893,0,0,0,3395.44738414734,0,0,0,0,0,1358.17895365893,2942.72106626102,0,0,0,0,61797.1423914815,0,4300.90001991996,0,0,0,0,226.363158943156,0,0,0,0,0
"2001061127_2001061102030002","HL2",2001,10,29,302,NA,44.26,-63.31,149,0,0,0,6519.23264827541,679.086734195355,5704.32856724099,135.817346839071,0,543.269387356284,0,0,0,3169.07142624499,0,0,0,0,452.72448946357,4979.96938409927,3169.07142624499,0,0,0,452.72448946357,95524.8672768133,0,4527.2448946357,0,0,0,0,905.448978927141,0,0,0,0,0
