"sample_id","transect","station","latitude","longitude","year","month","day","season","Acartia","Acartia longiremis","Aetideidae","Amphipoda","Ascidiacea","Bivalvia","Bryozoa","Calanus finmarchicus","Calanus glacialis","Calanus hyperboreus","Calocalanus pavo","Centropages","Centropages hamatus","Centropages typicus","Chaetognatha","Cirripedia","Cladocera","Clausocalanus","Cnidaria","Ctenophora","Decapoda","Echinodermata","Euchaeta","Euphausiacea","Foraminifera","Gastropoda","Heterorhabdus","Ichthyoplankton","Isopoda","Larvacea","Mecynocera clausi","Metridia","Metridia longa","Metridia lucens","Microcalanus","Microsetella","Mysidacea","Nannocalanus minor","Oithona","Oithona atlantica","Oithona similis","Oncaea","Ostracoda","Paracalanus","Paraeuchaeta norvegica","Pleuromamma","Pleuromamma borealis","Pleuromamma robusta","Polychaeta","Pseudocalanus","Scolecithricella minor","Spinocalanus","Temora","Thaliacea","Triconia borealis","Triconia conifera"
"246_430716","BBL","BBL1",43.24922,-65.47949,2015,10,8,"Fall",0,0,0,0,0,0,905.349794238683,732.902214383696,0,0,0,24444.4444444444,0,6337.44855967078,9.05349794238683,0,26255.1440329218,0,0,2.26337448559671,0,0,0,0,0,0,0,0,0,9053.49794238683,0,905.349794238683,0,905.349794238683,0,0,0,0,0,2716.04938271605,12674.8971193416,0,0,52510.2880658436,0,0,9053.49794238683,0,0,5432.0987654321,0,0,1810.69958847737,0,0,0
"172_438893","BBL","BBL1",43.24904,-65.48065,2016,9,29,"Fall",0,0,0,1810.69958847737,0,0,0,2457.37801293357,0,0,0,56131.6872427984,0,70617.2839506173,190.123456790123,0,0,1810.69958847737,0,0,0,0,0,0,0,2716.04938271605,0,0,0,0,0,0,0,0,0,0,0,0,1810.69958847737,905.349794238683,66995.8847736625,0,0,20823.0452674897,0,0,0,0,0,905.349794238683,0,0,905.349794238683,0,0,0
"125_445252","BBL","BBL1",43.24922,-65.48099,2017,12,11,"Fall",0,0,0,0,0,0,0,86.3095238095238,0,0,0,9062.5,0,17218.75,9968.75,0,0,2718.75,0,0,0,0,0,906.25,0,1812.5,0,0,0,0,1812.5,0,0,906.25,0,0,0,906.25,4531.25,4531.25,136843.75,0,0,13593.75,0,0,0,0,0,0,0,0,0,0,0,0
"009_448619","BBL","BBL1",43.25047,-65.47676,2018,9,16,"Fall",0,0,0,1358.02469135802,0,0,0,5349.79423868313,41.1522633744856,0,0,5432.0987654321,0,43909.4650205761,18.1069958847737,0,0,0,0,0,452.674897119342,0,0,0,0,905.349794238683,0,452.674897119342,0,0,0,1810.69958847737,0,0,0,0,0,0,2263.37448559671,14485.5967078189,71522.633744856,0,0,12222.2222222222,0,0,0,0,0,5432.0987654321,0,0,0,0,0,0
"99003025_99003102005002","BBL","BBL1",43.26,-65.48,1999,4,9,"Spring",0,0,0,0,0,1415.09433962264,0,101886.79245283,5660.37735849057,0,0,0,0,0,27.1698113207547,0,0,0,0,0,2830.18867924528,19811.320754717,0,11320.7547169811,0,7075.47169811321,0,4.52830188679245,0,52358.4905660377,0,0,0,4245.28301886792,1415.09433962264,0,1415.09433962264,0,2830.18867924528,0,93396.2264150943,0,0,0,0,0,0,0,18396.2264150943,36792.4528301887,0,0,12735.8490566038,0,0,0
"2001009013_2001009102003002","BBL","BBL1",43.25,-65.45,2001,5,2,"Spring",0,0,0,6.79103895090157,0,2263.67965030052,0,29427.8354539068,3621.88744048084,9733.82249629225,0,0,0,8149.24674108188,6.79103895090157,4980.09523066115,0,0,0,0,0,0,0,2263.67965030052,0,3169.15151042073,0,11.3183982515026,0,13584.3415814534,0,0,0,1358.20779018031,0,0,0,0,0,0,56591.9912575131,0,0,0,0,0,0,0,8149.24674108188,97338.2249629225,452.735930060105,0,16298.4934821638,0,452.735930060105,0
"2003005010_2003005102003001","BBL","BBL1",43.23,-65.48,2003,4,13,"Spring",0,0,0,0,0,0,0,12732.5066430469,565.88918413542,56.588918413542,0,4527.11347308336,0,0,0,0,0,0,0,0,0,0,0,6337.9588623167,0,905.422694616671,0,0,0,28973.5262277335,0,0,0,0,0,0,0,0,0,0,45271.1347308336,0,0,0,0,0,0,0,905.422694616671,13581.3404192501,0,0,0,0,0,0
"2004009007_2004009102002001","BBL","BBL1",43.25,-65.48,2004,4,19,"Spring",0,0,0,22.6367258239768,0,452.734516479536,0,14940.2390438247,679.101774719305,3282.32524447664,0,0,0,0,11.3183629119884,0,0,0,4.52734516479536,0,0,0,0,2263.67258239768,0,452.734516479536,0,0,0,28975.0090546903,0,0,0,0,452.734516479536,0,0,0,0,0,40293.3719666787,0,0,0,0,0,0,0,0,30333.2126041289,0,0,2716.40709887722,0,0,0
"2005004027_2005004102008001","BBL","BBL1",42.76,-65.46,2005,4,4,"Spring",0,0,0,0,0,0,0,9890.40254020281,208.952166342313,348.253610570521,0,20895.2166342313,0,0,22.6364846870839,116664.959541125,0,1741.26805285261,0,0,0,0,0,1741.26805285261,0,0,0,0,0,1741.26805285261,0,0,1741.26805285261,0,0,0,0,0,0,0,102734.815118304,0,0,0,0,0,0,0,0,52238.0415855782,0,0,3482.53610570521,0,0,0
"2006008146_2006008102038001","BBL","BBL1",43.24,-65.48,2006,5,4,"Spring",905.469032959073,0,0,0,0,12676.566461427,0,85566.8236146324,2716.40709887722,905.469032959073,0,2716.40709887722,0,0,6.79101774719305,2716.40709887722,0,0,0,0,0,5432.81419775444,0,1810.93806591815,0,0,0,0,0,6338.28323071351,0,0,0,905.469032959073,905.469032959073,0,0,0,9054.69032959073,0,39840.6374501992,0,0,0,0,0,0,0,3621.87613183629,44367.9826149946,0,0,59760.9561752988,0,0,0
"2007001017_2007001102002001","BBL","BBL1",43.25,-65.48,2007,4,6,"Spring",0,0,0,454.988681873585,0,0,0,4733.03468253843,781.979643202001,1975.52751966821,0,4074.52550931569,0,0,47.5361309420164,3169.07539613442,0,0,0,24.8998781124848,0,0,0,4074.52550931569,0,452.725056590632,0,0,0,16298.1020372628,0,0,1358.1751697719,1810.90022636253,4979.97562249695,0,0,0,905.450113181264,0,54779.7318474665,0,0,0,0,0,0,0,452.725056590632,31690.7539613442,0,0,905.450113181264,0,0,0
"2008004029_2008004102007001","BBL","BBL1",43.25,-65.47,2008,4,17,"Spring",0,0,0,0,0,0,0,7300.28398567724,113.18269745236,169.774046178541,0,1810.92315923777,0,0,18.1092315923777,2263.65394904721,0,0,0,431.603352951668,0,150.910263269814,0,452.730789809441,0,0,0,0,0,150.910263269814,0,0,150.910263269814,0,1660.01289596795,0,0,0,754.551316349069,0,6036.41053079255,0,150.910263269814,0,0,0,0,0,301.820526539628,8903.70553291902,0,0,150.910263269814,0,0,0
"2009005099_2009005102025002","BBL","BBL1",43.24,-65.47,2009,4,16,"Spring",0,0,0,0,0,0,0,5885.55858310627,113.18381890589,1131.8381890589,0,565.919094529449,0,113.18381890589,6.79102913435339,0,0,0,0,9.05470551247118,0,0,0,226.36763781178,0,0,0,0,0,339.551456717669,0,0,0,0,1131.8381890589,0,0,0,113.18381890589,226.36763781178,3282.3307482708,0,0,0,0,0,0,0,113.18381890589,5659.19094529449,0,0,113.18381890589,0,113.18381890589,0
"2010006097_2010006102028001","BBL","BBL1",43.24,-65.48,2010,4,15,"Spring",0,0,0,0,0,0,0,14789.3275383315,75.4557527465894,301.823010986358,0,2716.40709887722,0,0,9.05469032959073,11318.3629119884,0,0,0,97.3379210431003,0,452.734516479536,0,6338.28323071351,0,0,0,1358.20354943861,0,10865.6283955089,0,0,3169.14161535675,905.469032959073,0,0,905.469032959073,0,5432.81419775444,1358.20354943861,16751.1771097428,0,0,0,0,0,0,0,2.26367258239768,19920.3187250996,0,0,905.469032959073,0,0,0
"2011004089_2011004102026001","BBL","BBL1",43.24,-65.46,2011,4,13,"Spring",0,0,0,0,0,0,0,5986.03130380947,0,301.816704393755,0,1810.90022636253,0,0,0,12676.3015845377,0,0,0,97.3358871669859,0,0,0,0,0,0,0,0,0,3169.07539613442,0,1358.1751697719,0,0,9507.22618840327,0,0,0,1358.1751697719,0,27616.2284520286,0,0,0,0,0,0,0,905.450113181264,13581.751697719,0,0,452.725056590632,0,0,0
"076_S2013004102018001","BBL","BBL1",43.25,-65.4783,2013,4,14,"Spring",0,0,0,4.52732564406597,0,0,1371.91686183817,14487.4420610111,452.732564406597,339.549423304948,0,25380.4619440062,0,2057.87529275726,131.292443677913,21950.6697894108,0,0,0,0,0,685.958430919086,0,685.958430919086,0,2743.83372367635,0,0,0,6859.58430919086,0,5487.66744735269,0,8231.50117102903,685.958430919086,0,11.3183141101649,0,13719.1686183817,0,87802.679157643,0,0,0,0,0,0,0,0,41843.4642860643,0,0,0,0,0,0
"042_395364","BBL","BBL1",43.24957,-65.48038,2014,4,10,"Spring",0,0,0,0,0,0,452.173913043478,1291.92546583851,150.724637681159,366.045548654244,0,452.173913043478,0,0,0,2713.04347826087,0,0,0,0,0,0,0,1808.69565217391,0,452.173913043478,0,0,0,16730.4347826087,0,1808.69565217391,0,904.347826086957,3617.39130434783,0,0,0,3165.21739130435,6782.60869565217,51547.8260869565,0,0,0,0,0,0,0,904.347826086957,18991.3043478261,0,0,452.173913043478,0,0,0
"011_406281","BBL","BBL1",43.24652,-65.47729,2015,4,18,"Spring",0,0,0,0,0,0,0,4408.69565217391,4634.78260869565,4182.60869565217,0,12332.0158102767,0,0,151.478260869565,15072.4637681159,0,0,0,0,0,1370.22397891963,0,0,0,685.111989459816,0,2.26086956521739,0,29459.8155467721,0,0,1370.22397891963,1370.22397891963,0,0,0,0,6166.00790513834,8906.4558629776,99341.2384716732,0,0,0,0,0,0,0,0,31515.1515151515,0,0,3425.55994729908,0,0,0
"027_431093","BBL","BBL1",43.25048,-65.4821,2016,4,16,"Spring",0,0,0,0,0,0,0,31860.5769230769,0,451.923076923077,0,5316.74208144796,0,0,2.25961538461538,38546.3800904977,1329.18552036199,3987.55656108597,0,0,0,26583.7104072398,0,35888.0090497738,0,15950.2262443439,0,2.25961538461538,0,47850.6787330317,0,3987.55656108597,1329.18552036199,5316.74208144796,0,0,0,0,2658.37104072398,6645.92760180995,103676.470588235,0,0,1329.18552036199,0,0,0,0,0,74434.3891402715,0,0,9304.29864253394,0,0,0
"005_440267","BBL","BBL1",43.25172,-65.47608,2017,4,19,"Spring",0,0,0,2665.44117647059,0,1332.72058823529,0,2673.1745647969,219.112669245648,2366.416827853,0,7996.32352941176,0,0,40.78125,183915.441176471,0,0,0,0,0,0,0,0,0,0,0,6.796875,0,9329.04411764706,0,0,0,0,0,0,0,0,2665.44117647059,0,14659.9264705882,0,0,0,0,0,0,0,11994.4852941176,118612.132352941,0,0,0,0,1332.72058823529,0
"004_445570","BBL","BBL1",43.24857,-65.48191,2018,4,8,"Spring",0,0,0,0,1371.17784176608,0,0,2334.60392383249,0,42.4473440696816,0,685.588920883039,2056.76676264912,0,13.5746606334842,67873.3031674208,0,0,0,0,0,0,0,1371.17784176608,0,685.588920883039,0,0,0,0,0,3427.94460441519,0,3427.94460441519,0,0,0,0,0,1371.17784176608,28794.7346770876,0,0,0,0,0,0,0,1371.17784176608,15768.5451803099,0,0,1371.17784176608,0,0,0
"075_473426","BBL","BBL1",43.25093,-65.47952,2019,4,14,"Spring",0,0,0,0,0,0,0,2984.56260720412,720.41166380789,926.243567753002,0,10188.679245283,0,0,9.05660377358491,8490.56603773585,0,0,0,0,0,0,0,1132.07547169811,0,0,0,0,0,5660.37735849057,0,1698.11320754717,0,0,2830.18867924528,0,0,0,6792.45283018868,2264.15094339623,44716.9811320755,0,0,0,0,0,0,0,0,23207.5471698113,0,0,0,0,0,0
"99054019_99054102004002","BBL","BBL2",42.98,-65.43,1999,10,24,"Fall",0,0,0,0,0,12701.0309278351,0,515.463917525773,0,10.3092783505155,0,0,0,96164.9484536082,907.216494845361,0,0,4536.0824742268,0,0,0,0,0,0,0,907.216494845361,0,0,0,0,0,0,2721.64948453608,13608.2474226804,3628.86597938144,0,0,0,0,8164.94845360825,135175.257731959,0,0,34474.2268041237,0,0,0,0,0,10886.5979381443,0,0,0,0,1814.43298969072,0
"2000050024_2000050102005002","BBL","BBL2",42.99,-65.47,2000,10,1,"Fall",0,0,0,0,905.448536568803,0,0,5432.69121941282,58.4160346173421,0,0,0,0,40745.1841455961,0,0,0,4527.24268284401,0,18.1089707313761,0,1810.89707313761,0,905.448536568803,0,7243.58829255042,0,0,0,3621.79414627521,0,0,3621.79414627521,17203.5221948073,2716.34560970641,0,0,0,0,17203.5221948073,125857.346583064,0,0,14487.1765851008,0,0,0,0,0,1810.89707313761,0,0,1810.89707313761,0,0,0
"2001061055_2001061102015003","BBL","BBL2",43,-65.48,2001,10,24,"Fall",0,0,0,0,0,1741.27024021316,5223.81072063947,19451.9086150048,172.140784203582,688.563136814328,0,0,0,53979.3774466079,81.4914472419758,0,0,6965.08096085263,0,0,0,0,0,0,0,1741.27024021316,0,0,0,3482.54048042631,0,0,1741.27024021316,19153.9726423447,5223.81072063947,0,0,0,0,0,172385.753781103,0,0,45273.0262455421,0,0,0,0,0,22636.513122771,0,0,0,0,0,0
"2002064133_2002064102011001","BBL","BBL2",42.99,-65.47,2002,10,23,"Fall",0,0,0,0,0,226.359310758997,0,52062.6414745692,0,1131.79655379498,0,0,0,2263.59310758997,4.52718621517993,0,0,4074.46759366194,0,0,0,0,0,2.26359310758997,0,0,0,0,0,0,452.718621517993,0,226.359310758997,4979.90483669793,1131.79655379498,0,0,226.359310758997,0,0,20145.9786575507,0,0,17429.6669284427,0,0,0,0,0,1810.87448607197,0,0,1358.15586455398,0,0,0
"2003067013_2003067102003001","BBL","BBL2",43,-65.48,2003,10,20,"Fall",0,0,0,0,0,0,0,16026.3401584525,181.088589361045,2897.41742977673,0,0,0,3395.4110505196,29.4268957711699,0,0,0,0,0,0,0,0,2716.32884041568,0,0,0,0,0,0,0,0,1584.52515690915,2942.68957711699,3848.13252392221,0,0,0,0,226.360736701307,22183.3521967281,0,0,21730.6307233254,0,0,0,0,0,7922.62578454574,0,0,0,0,0,0
"2004055012_2004055102003001","BBL","BBL2",42.99,-65.48,2004,10,20,"Fall",0,0,0,9.0545470528768,0,226.36367632192,0,2325.372311307,0,0,0,0,0,905.45470528768,1131.8183816096,0,0,226.36367632192,0,2.2636367632192,0,0,0,683.618302492198,0,0,0,0,0,0,0,0,0,905.45470528768,1131.8183816096,0,0,0,0,226.36367632192,30785.4599797811,0,0,14487.2752846029,0,0,0,0,0,226.36367632192,0,0,1584.54573425344,0,0,0
"2005055115_2005055102026001","BBL","BBL2",42.99,-65.47,2005,10,30,"Fall",0,0,0,0,0,0,0,2668.69042357121,0,71.4827792028002,0,226.362134142201,0,0,11.31810670711,0,0,905.448536568803,0,0,0,0,0,27.1634560970641,0,0,0,0,0,0,0,0,0,3961.33734748851,2489.98347556421,0,0,0,339.543201213301,0,8375.39896326142,0,0,4979.96695112842,0,0,0,0,0,339.543201213301,0,0,0,0,0,0
"2006052016_2006052102003001","BBL","BBL2",43,-65.48,2006,10,6,"Fall",0,0,0,0,0,0,0,31464.6382249776,452.728607553634,1584.55012643772,0,0,0,17203.6870870381,54.3274329064361,0,0,7243.65772085814,0,0,0,1810.91443021454,0,2716.3716453218,0,0,0,0,0,0,0,0,905.457215107268,7243.65772085814,0,0,0,0,23541.887592789,0,62476.5478424015,0,0,50705.604046007,0,0,0,0,0,2716.3716453218,0,0,0,0,0,0
"2007045060_2007045102007001","BBL","BBL2",42.99,-65.49,2007,10,9,"Fall",0,0,0,0,0,0,0,2014.62006520881,0,67.9085415238926,0,905.447220318568,0,75.4539350265473,9.05447220318568,0,0,0,0,0,0,0,0,2263.61805079642,0,0,0,0,0,0,0,0,0,0,377.269675132737,0,0,0,150.907870053095,75.4539350265473,4300.8742965132,0,0,5130.86758180522,0,0,0,0,0,528.177545185831,0,0,0,0,0,0
"2008037137_2008037102022001","BBL","BBL2",42.99,-65.47,2008,10,13,"Fall",0,0,0,454.985080769627,0,0,0,5350.34468566725,41.1564975820558,288.09548307439,0,7696.26504784443,0,4979.93620742875,33.954110505196,0,0,3621.77178722091,0,4.52721473402613,0,0,0,2274.92540384813,0,452.721473402613,0,0,0,3169.05031381829,0,0,905.442946805227,3621.77178722091,7696.26504784443,0,0,0,2716.32884041568,2716.32884041568,40292.2111328326,0,0,34406.8319785986,0,0,0,0,459.512295503653,15392.5300956889,0,0,0,0,0,0
"2009048132_2009048102028001","BBL","BBL2",43,-65.47,2009,10,10,"Fall",0,0,0,0,0,0,0,19768.9941377909,0,603.633408787509,0,1358.1751697719,0,452.725056590632,267.107783388473,0,0,1358.1751697719,0,2.26362528295316,0,0,0,104.126763015845,0,226.362528295316,0,0,0,0,0,679.087584885948,679.087584885948,9959.9512449939,4300.888037611,0,0,0,452.725056590632,1358.1751697719,45272.5056590632,0,0,7017.2383771548,0,0,0,0,6.79087584885948,6111.78826397353,226.362528295316,0,226.362528295316,0,0,0
"2011043078_2011043102012001","BBL","BBL2",43.00031,-65.48278,2011,10,2,"Fall",0,0,0,0,0,0,0,2301.35237100238,0,188.635440246097,0,10639.0388298799,0,4979.97562249695,0,0,226.362528295316,0,0,0,0,0,0,2263.62528295316,0,0,0,0,0,1131.81264147658,0,0,226.362528295316,452.725056590632,679.087584885948,0,0,0,2263.62528295316,2942.71286783911,22862.6153578269,0,0,16071.7395089674,0,226.362528295316,0,0,0,226.362528295316,0,0,0,0,0,0
"91_S2012042102026001","BBL","BBL2",43.00038,-65.47855,2012,10,2,"Fall",0,0,0,2057.82487910279,0,2743.76650547038,685.941626367596,2376.78773536372,0,113.180368350653,685.941626367596,28123.6066810714,0,15776.6574064547,4122.44058030662,0,0,4115.64975820558,0,0,0,0,0,688.205233734609,15776.6574064547,6859.41626367596,0,0,0,685.941626367596,4801.59138457317,0,0,6173.47463730837,1371.88325273519,0,0,4801.59138457317,11661.0076482491,7545.35789004356,207840.312789382,0,0,24693.8985492335,0,0,0,0,0,5487.53301094077,0,0,0,0,0,0
"183_S2013037102059001","BBL","BBL2",43.009,-65.479,2013,10,5,"Fall",0,0,0,0,0,685.940294721366,685.940294721366,30744.4582843024,0,337.851189937389,0,21499.6211778339,0,5487.52235777093,312.37721021611,0,0,6173.46265249229,0,0,0,0,0,4.52720594516101,0,2057.8208841641,0,0,0,6173.46265249229,1371.88058944273,0,2057.8208841641,15776.6267785914,7545.34324193502,0,0,0,685.940294721366,21950.0894310837,82998.7756612853,0,0,41156.417683282,0,0,0,0,690.467500666527,63106.5071143657,0,0,0,1598.24088670078,685.940294721366,0
"178_404914","BBL","BBL2",43.00005,-65.48114,2014,10,7,"Fall",0,0,0,905.172413793103,0,905.172413793103,905.172413793103,15274.7844827586,0,113.146551724138,905.172413793103,21724.1379310345,0,18103.4482758621,2.26293103448276,0,905.172413793103,14482.7586206897,0,0,2.26293103448276,0,0,2.26293103448276,12672.4137931034,1810.34482758621,0,0,0,1810.34482758621,3620.68965517241,0,905.172413793103,6336.20689655172,2715.51724137931,0,0,0,2715.51724137931,13577.5862068966,170172.413793103,0,0,50689.6551724138,0,0,0,0,0,9956.89655172414,0,0,1810.34482758621,5431.03448275862,0,0
"243_430706","BBL","BBL2",42.99988,-65.48097,2015,10,8,"Fall",3993.40770791075,0,0,6.78879310344828,0,0,0,1006.71980257453,0,0,1331.13590263692,31947.261663286,0,15973.630831643,135.775862068966,0,2662.27180527383,15973.630831643,0,0,0,0,0,2662.27180527383,6655.67951318458,2662.27180527383,0,0,0,1331.13590263692,0,1331.13590263692,1331.13590263692,0,5324.54361054767,0,0,6655.67951318458,3993.40770791075,6655.67951318458,190352.434077079,0,0,107822.00811359,0,0,0,0,0,0,0,0,0,0,0,0
