"sample_id","station","latitude","longitude","year","month","day","Acartia","Acartia longiremis","Aetideidae","Amphipoda","Ascidiacea","Bivalvia","Bryozoa","Calanus finmarchicus","Calanus glacialis","Calanus hyperboreus","Centropages","Centropages hamatus","Centropages typicus","Chaetognatha","Cirripedia","Cladocera","Clausocalanus","Cnidaria","Ctenophora","Decapoda","Echinodermata","Euchaeta","Euphausiacea","Foraminifera","Gastropoda","Ichthyoplankton","Isopoda","Larvacea","Mecynocera clausi","Metridia","Metridia longa","Metridia lucens","Microcalanus","Microsetella","Mysidacea","Nannocalanus minor","Oithona","Oithona atlantica","Oithona similis","Oncaea","Ostracoda","Paracalanus","Paraeuchaeta norvegica","Pleuromamma","Pleuromamma borealis","Polychaeta","Pseudocalanus","Scolecithricella minor","Temora","Thaliacea","Triconia borealis","Triconia conifera"
"99669015_99669102015001","P5",44.93,-66.85,1999,10,12,0,0,0,0,0,1212.12121212121,303.030303030303,945.454545454545,0,0,0,0,45757.5757575758,0,0,5757.57575757576,0,909.090909090909,0,0,303.030303030303,0,3333.33333333333,0,0,0,0,3636.36363636364,0,0,0,0,0,0,0,0,0,0,23030.303030303,0,0,29696.9696969697,0,0,0,0,303.030303030303,0,0,0,0,0
"99669012_99669102012001","P5",44.93,-66.85,1999,10,28,0,0,0,0,0,1794.25837320574,598.086124401914,3127.27272727273,54.5454545454545,18.1818181818182,0,0,47248.8038277512,9.09090909090909,598.086124401914,4784.68899521531,598.086124401914,2.27272727272727,0,0,0,0,0,0,0,600.358851674641,0,5382.77511961722,0,0,598.086124401914,0,1196.17224880383,0,0,0,0,0,28110.04784689,0,0,41267.9425837321,0,0,0,0,598.086124401914,0,598.086124401914,0,0,0
"99669013_99669102013001","P5",44.93,-66.85,1999,11,16,0,0,0,0,303.030303030303,0,303.030303030303,0,0,0,0,0,11818.1818181818,0,0,0,0,303.030303030303,0,0,0,0,0,0,0,0,0,2424.24242424242,0,0,0,0,606.060606060606,0,0,0,0,303.030303030303,28787.8787878788,0,0,18181.8181818182,0,0,0,0,606.060606060606,0,303.030303030303,0,0,0
"99669018_99669102018001","P5",44.93,-66.85,1999,12,14,0,0,0,0,0,0,0,340.909090909091,0,0,0,0,2727.27272727273,0,0,0,909.090909090909,0,0,0,0,0,0,0,113.636363636364,0,0,113.636363636364,0,0,0,0,227.272727272727,0,0,0,0,340.909090909091,12500,0,0,3977.27272727273,0,0,0,0,0,0,568.181818181818,0,0,0
"99669019_99669102019001","P5",44.93,-66.85,1999,12,29,0,0,0,0,0,0,0,86.3636363636364,0,0,0,0,1590.90909090909,97.4025974025974,0,0,129.87012987013,0,0,0,0,0,0,0,32.4675324675325,0,0,0,0,0,32.4675324675325,129.87012987013,292.207792207792,0,0,0,0,194.805194805195,2142.85714285714,0,0,1850.64935064935,0,0,0,0,616.883116883117,0,0,0,0,0
"2000669001_2000669102001001","P5",44.93,-66.85,2000,1,28,0,0,0,0,0,0,4.5346062052506,45.346062052506,0,0,0,0,199.522673031026,6.8019093078759,4.5346062052506,0,13.6038186157518,0,0,0,0,0,0,0,27.2076372315036,0,0,54.4152744630072,0,0,0,0,13.6038186157518,0,0,0,0,9.06921241050119,281.145584725537,0,0,104.295942720764,0,0,0,0,145.107398568019,0,13.6038186157518,0,0,0
"2000669003_2000669102003001","P5",44.93,-66.85,2000,3,2,0,9.09090909090909,0,0,9.09090909090909,0,0,0,0,0,218.181818181818,0,0,0,290.909090909091,0,0,0,0,0,0,0,9.09090909090909,0,54.5454545454545,9.09090909090909,0,0,0,0,0,9.09090909090909,0,0,0,0,9.09090909090909,0,236.363636363636,0,0,0,0,0,0,0,118.181818181818,0,0,0,0,0
"2000669004_2000669102004001","P5",44.93,-66.85,2000,3,13,0,0,0,0,0,0,0,99.7481108312342,0,0,544.080604534005,0,0,27.2040302267003,680.100755667506,0,0,18.1360201511335,0,0,0,0,0,0,45.3400503778337,0,0,0,0,0,0,9.06801007556675,0,0,0,0,0,0,317.380352644836,0,0,0,0,0,0,0,616.624685138539,0,0,0,0,0
"2000669005_2000669102005001","P5",44.93,-66.85,2000,3,29,68.0487804878049,4.53658536585366,0,0,0,0,0,136.09756097561,0,0,190.536585365854,0,0,36.2926829268293,303.951219512195,0,9.07317073170732,0,0,13.609756097561,0,0,0,0,122.487804878049,0,0,4.53658536585366,0,0,0,13.609756097561,18.1463414634146,0,0,0,18.1463414634146,27.219512195122,2154.87804878049,0,0,0,0,0,0,0,335.707317073171,0,0,0,0,0
"2000669006_2000669102006001","P5",44.93,-66.85,2000,4,25,452.73631840796,0,0,0,0,0,0,181.094527363184,0,0,452.73631840796,0,0,90.547263681592,7062.68656716418,0,0,0,0,0,181.094527363184,0,90.547263681592,0,996.019900497512,0,0,0,0,0,0,90.547263681592,543.283582089552,0,90.547263681592,0,0,0,3802.98507462687,0,0,0,0,0,0,90.547263681592,271.641791044776,0,181.094527363184,0,0,0
"2000669007_2000669102007001","P5",44.93,-66.85,2000,5,17,0,0,0,0,0,0,34.8815861942354,697.631723884707,0,0,69.7631723884707,0,0,0,3802.09289517165,0,0,0,0,34.8815861942354,0,0,69.7631723884707,0,174.407930971177,69.7631723884707,0,0,0,0,0,69.7631723884707,34.8815861942354,0,0,0,0,0,2127.77675784836,0,0,0,0,0,0,0,209.289517165412,0,0,0,0,0
"2000669008_2000669102008001","P5",44.93,-66.85,2000,5,31,0,452.830188679245,0,0,0,0,0,99.622641509434,0,0,0,0,0,0,37132.0754716981,452.830188679245,0,0,0,0,9056.60377358491,0,50716.9811320755,0,0,0,0,0,0,0,0,0,0,0,452.830188679245,0,0,0,905.660377358491,0,0,0,0,0,0,1358.49056603774,5433.96226415094,0,0,0,0,0
"2000669009_2000669102009001","P5",44.93,-66.85,2000,6,15,0,0,0,0,0,0,0,5889.15662650602,0,0,0,0,19479.5180722892,0,7701.20481927711,906.024096385542,0,0,0,453.012048192771,3171.0843373494,0,43036.1445783133,0,0,0,0,2718.07228915663,0,0,0,0,0,0,453.012048192771,0,453.012048192771,0,38053.0120481928,0,0,0,0,0,0,0,9513.25301204819,0,0,0,0,0
"2000669010_2000669102010001","P5",44.93,-66.85,2000,6,28,0,0,0,0,0,3488.15861942354,0,16594.0299539967,0,0,0,0,3488.15861942354,0,3488.15861942354,10464.4758582706,0,0,0,0,1744.07930971177,0,40113.8241233707,0,0,0,0,57554.6172204883,0,0,0,0,0,0,0,0,1744.07930971177,1744.07930971177,36625.6655039471,0,0,0,0,0,0,10464.4758582706,36625.6655039471,0,1744.07930971177,0,0,0
"2000669011_2000669102011001","P5",44.93,-66.85,2000,7,11,0,0,0,0,0,4527.2588638963,0,8239.61113229127,0,0,0,0,22636.2943194815,0,0,2716.35531833778,0,2.26362943194815,0,905.45177277926,0,0,5432.71063667556,0,905.45177277926,0,0,0,0,0,0,0,905.45177277926,0,905.45177277926,0,0,905.45177277926,22636.2943194815,0,0,4527.2588638963,0,0,0,2716.35531833778,66097.979412886,0,14487.2283644682,0,0,0
"2000669012_2000669102012001","P5",44.93,-66.85,2000,7,31,0,22685.1851851852,0,0,0,64274.6913580247,0,3847.40740740741,0,0,0,0,34027.7777777778,0,0,117206.790123457,0,7561.72839506173,0,0,0,0,30246.9135802469,0,11342.5925925926,0,0,56712.962962963,0,0,0,0,0,0,0,0,0,0,185262.345679012,0,0,0,0,0,0,3780.86419753086,45370.3703703704,0,268441.358024691,0,0,0
"2000669013_2000669102013001","P5",44.93,-66.85,2000,8,15,0,1741.29353233831,0,0,0,29601.9900497512,0,2118.80597014925,0,0,0,0,107960.199004975,0,1741.29353233831,12189.0547263682,0,3482.58706467662,0,1741.29353233831,0,0,48756.2189054726,0,0,0,0,5223.88059701492,0,0,0,1741.29353233831,1741.29353233831,0,0,0,0,0,43532.3383084577,0,0,1741.29353233831,0,0,0,0,31343.2835820895,0,120149.253731343,0,0,0
"2000669014_2000669102014001","P5",44.93,-66.85,2000,8,28,0,1812.04819277108,0,0,0,27180.7228915663,0,1141.59036144578,0,0,0,0,89696.3855421687,0,1812.04819277108,906.024096385542,0,0,0,0,0,0,19026.5060240964,0,0,0,0,906.024096385542,0,0,0,906.024096385542,0,0,0,0,0,0,36240.9638554217,0,0,3624.09638554217,0,0,0,0,7248.19277108434,0,30804.8192771084,0,0,0
"2000669015_2000669102015001","P5",44.93,-66.85,2000,9,14,0,0,0,0,0,20895.0409102906,1741.25340919088,5939.76362943195,0,0,0,0,201985.395466143,1748.04429748673,0,6965.01363676354,0,0,0,0,0,0,17412.5340919088,0,3482.50681838177,0,0,0,0,0,0,3482.50681838177,3482.50681838177,0,0,0,0,1741.25340919088,87062.6704595443,0,0,45272.588638963,0,0,0,0,41790.0818205812,0,52237.6022757266,0,0,0
"2000669017_2000669102017001","P5",44.93,-66.85,2000,10,16,0,0,0,0,0,4527.27684297895,8149.09831736211,2500.78149421694,0,0,0,0,87829.1707537916,0,0,905.45536859579,0,0,0,0,0,0,0,0,3621.82147438316,905.45536859579,0,3621.82147438316,0,0,0,0,1810.91073719158,0,0,0,0,905.45536859579,37123.6701124274,0,0,9054.5536859579,0,0,0,0,9054.5536859579,0,905.45536859579,0,0,0
"2000669018_2000669102018001","P5",44.93,-66.85,2000,11,6,0,0,0,0,0,1358.17765916889,4527.2588638963,126.763248189096,0,0,0,0,33048.989706443,0,0,0,905.45177277926,0,0,0,0,0,0,0,452.72588638963,0,0,10865.4212733511,0,0,0,905.45177277926,1810.90354555852,0,0,0,0,1358.17765916889,26258.1014105985,0,0,19467.2131147541,0,0,0,0,1358.17765916889,0,1358.17765916889,0,0,0
"2000669019_2000669102019001","P5",44.93,-66.85,2000,11,14,1358.17765916889,0,0,0,452.72588638963,0,3169.08120472741,108.654212733511,0,0,0,0,47083.4921845215,0,0,905.45177277926,905.45177277926,0,0,0,0,0,0,0,905.45177277926,0,0,8149.06595501334,0,0,452.72588638963,452.72588638963,0,0,0,0,0,0,25352.6496378193,0,0,23994.4719786504,0,0,0,452.72588638963,905.45177277926,0,452.72588638963,0,0,0
"2000669020_2000669102020001","P5",44.93,-66.85,2000,11,29,595.694321444598,595.694321444598,0,0,0,595.694321444598,595.694321444598,380.291254810232,0,0,0,0,48251.2400370125,620.594344080983,0,0,595.694321444598,0,0,0,0,0,0,0,1191.3886428892,0,0,4765.55457155679,0,0,0,1787.0829643338,595.694321444598,0,0,0,0,595.694321444598,59569.4321444598,0,0,14892.358036115,0,0,0,0,18466.5239647826,0,0,0,0,0
"2000669021_2000669102021001","P5",44.93,-66.84,2000,12,19,0,0,0,0,0,181.088994414782,181.088994414782,271.633491622174,0,0,0,0,11408.6066481313,31.6905740225869,0,0,362.177988829565,0,0,0,0,0,2.26361243018478,0,724.35597765913,0,0,0,0,0,0,181.088994414782,724.35597765913,0,0,0,0,181.088994414782,17384.5434638191,0,0,2354.15692739217,0,0,0,0,10503.1616760574,0,181.088994414782,0,0,0
"2001669001_2001669102001001","P5",44.93,-66.84,2001,1,2,0,0,0,0,0,0,0,45.272588638963,0,0,0,0,1584.54060236371,2.26362943194815,0,45.272588638963,135.817765916889,0,0,0,0,0,0,0,45.272588638963,0,0,45.272588638963,0,0,0,90.545177277926,135.817765916889,0,0,0,0,135.817765916889,4346.16850934045,0,0,181.090354555852,0,0,0,0,2218.35684330919,0,135.817765916889,0,0,0
"2001669002_2001669102002001","P5",44.93,-66.84,2001,1,15,0,0,0,90.5446828578165,905.446828578165,0,0,181.089365715633,0,0,0,0,2535.25112001886,0,0,0,0,0,0,0,0,0,0,0,271.63404857345,0,0,90.5446828578165,0,0,0,181.089365715633,452.723414289083,0,0,0,0,271.63404857345,10503.1832115067,0,0,362.178731431266,0,0,0,0,1720.34897429851,0,0,0,0,0
"2001669003_2001669102003001","P5",44.93,-66.84,2001,1,29,0,0,0,0,2263.64846870839,0,0,301.819795827785,0,0,0,0,1810.91877496671,466.311584553928,0,0,150.909897913893,0,0,0,0,0,0,0,1358.18908122503,0,0,2263.64846870839,0,0,0,301.819795827785,301.819795827785,0,0,0,0,150.909897913893,15543.7194851309,0,0,150.909897913893,0,0,0,0,754.549489569463,0,0,0,0,0
"2001669004_2001669102004001","P5",44.93,-66.84,2001,2,13,129.350016168752,64.675008084376,0,0,129.350016168752,64.675008084376,0,388.050048506256,0,0,323.37504042188,0,0,11.3181264147658,64.675008084376,0,0,0,0,0,0,0,13.581751697719,0,1099.47513743439,0,0,0,0,0,129.350016168752,388.050048506256,258.700032337504,0,0,0,0,129.350016168752,9701.2512126564,0,0,129.350016168752,0,0,0,133.877266734658,646.75008084376,0,0,0,0,0
"2001669005_2001669102005001","P5",44.93,-66.84,2001,3,1,0,0,0,0,0,0,0,754.546140496491,0,0,352.121532231696,0,0,11.3181921074474,251.515380165497,0,0,0,0,0,0,0,50.3030760330994,0,603.636912397193,0,0,503.030760330994,0,0,150.909228099298,150.909228099298,402.424608264795,0,0,0,0,352.121532231696,4175.15531074725,0,0,0,0,0,0,4.52727684297895,2716.36610578737,0,0,0,50.3030760330994,0
"2001669006_2001669102006001","P5",44.93,-66.84,2001,3,20,362.184792133191,0,0,0,90.5461980332976,0,0,181.092396066595,0,0,0,0,0,0,12133.1905364619,90.5461980332976,0,0,0,0,90.5461980332976,0,0,0,633.823386233083,0,0,905.461980332976,0,0,0,181.092396066595,90.5461980332976,0,90.5461980332976,0,0,90.5461980332976,8239.70402103008,0,0,0,0,0,0,0,1539.28536656606,0,0,0,0,0
"2001669007_2001669102007001","P5",44.93,-66.84,2001,3,29,226.362528295316,0,0,0,0,0,226.362528295316,113.181264147658,0,0,0,0,0,11.3181264147658,45725.2307156538,0,0,0,0,679.087584885948,0,0,0,0,452.725056590632,0,0,226.362528295316,0,0,0,0,679.087584885948,0,0,0,0,0,6564.51332056417,0,0,0,0,0,0,2.26362528295316,905.450113181264,0,0,0,0,0
"2001669008_2001669102008001","P5",44.93,-66.84,2001,5,2,0,0,0,2.26362943194815,0,0,0,679.088829584445,22.6362943194815,0,0,0,150.908628796543,6.79088829584445,10714.5126445546,0,0,150.908628796543,0,0,1207.26903037235,0,754.543143982717,0,0,0,0,0,0,0,0,452.72588638963,0,0,0,0,150.908628796543,0,3772.71571991358,0,0,0,0,0,0,1058.62403100775,8601.79184140297,0,150.908628796543,0,0,0
"2001669009_2001669102009001","P5",44.93,-66.84,2001,5,18,0,0,0,2.26362943194815,452.72588638963,452.72588638963,0,19467.2131147541,0,0,7243.61418223408,0,0,454.989515821578,4074.53297750667,0,0,0,0,0,3621.80709111704,0,9054.5177277926,0,7243.61418223408,452.72588638963,0,15392.6801372474,0,0,1358.17765916889,5432.71063667556,4527.2588638963,0,0,0,0,1810.90354555852,70172.5123903927,0,0,0,0,0,0,3621.80709111704,38481.7003431186,0,3169.08120472741,0,452.72588638963,0
"2001669010_2001669102010001","P5",44.93,-66.84,2001,5,30,1358.16745811087,452.722486036956,0,2.26361243018478,0,2263.61243018478,0,22183.4018158108,0,452.722486036956,7243.55977659129,0,0,2.26361243018478,1810.88994414782,452.722486036956,0,0,0,0,905.444972073912,0,12676.2296090348,0,905.444972073912,0,0,81037.3250006151,0,0,0,10412.61717885,0,0,0,0,0,1358.16745811087,59306.6456708412,0,0,452.722486036956,452.722486036956,0,0,452.722486036956,14939.8420392195,0,5432.66983244347,0,0,0
"2001669011_2001669102011001","P5",44.93,-66.84,2001,6,12,0,0,0,0,0,2716.38222651779,0,23541.9792964875,0,0,0,0,5432.76445303558,0,0,0,0,6.79095556629448,0,0,2716.38222651779,0,4527.30371086299,0,1810.92148434519,0,0,13581.911132589,0,0,0,1810.92148434519,4527.30371086299,0,0,0,0,905.460742172597,32596.5867182135,0,0,0,0,0,0,20.3728666988834,176564.844723656,0,5432.76445303558,0,0,0
"2001669014_2001669102014001","P5",44.93,-66.84,2001,7,31,11770.9386890141,0,0,0,0,7243.65457785484,0,26258.2478447238,0,905.456822231855,31690.9887781149,0,0,6.79092616673891,2716.37046669556,2716.37046669556,0,3621.82728892742,0,905.456822231855,2716.37046669556,0,12676.395511246,0,905.456822231855,0,0,13581.8523334778,0,0,0,5432.74093339113,905.456822231855,0,905.456822231855,0,0,0,95978.4231565766,0,0,0,0,0,0,4527.28411115927,118614.843712373,0,125858.498290228,0,0,0
"2001669015_2001669102015001","P5",44.93,-66.84,2001,8,14,9959.89469281303,0,0,0,0,17203.4544694043,0,41650.4687153999,0,0,15392.5645252565,905.444972073912,905.444972073912,70.1719853357282,0,9054.44972073912,0,905.444972073912,0,0,905.444972073912,0,9959.89469281303,0,905.444972073912,0,0,2716.33491622174,0,0,905.444972073912,1810.88994414782,905.444972073912,0,0,0,0,0,86017.2723470216,0,0,0,0,0,0,0,42555.9136874739,0,31690.5740225869,0,0,0
"2001669016_2001669102016001","P5",44.93,-66.84,2001,8,28,0,0,0,0,0,5432.65768083136,0,29879.6172445725,0,905.442946805227,0,1810.88589361045,31690.5031381829,4.52721473402613,905.442946805227,1810.88589361045,0,905.442946805227,0,0,0,0,36217.7178722091,0,905.442946805227,0,0,905.442946805227,0,0,0,1810.88589361045,4527.21473402613,0,0,0,0,0,74246.3216380286,0,0,0,0,0,0,0,78773.5363720547,0,61570.1203827554,0,0,0
"2001669017_2001669102017001","P5",44.93,-66.84,2001,9,13,0,0,0,0,0,905.453779743104,0,64287.2183617604,0,0,0,0,18109.0755948621,975.626447673194,905.453779743104,7243.63023794483,0,905.453779743104,0,0,0,0,19014.5293746052,0,0,0,0,0,0,0,0,1810.90755948621,1810.90755948621,0,0,0,0,0,70625.3948199621,0,0,0,0,0,0,2.26363444935776,21730.8907138345,0,23541.7982733207,0,0,0
"2001669018_2001669102018001","P5",44.93,-66.85,2001,10,2,0,0,0,0,0,0,3621.77988829565,574.184616437115,0,0,0,0,75151.9326821347,0,0,0,0,0,0,0,2716.33491622174,0,32596.0189946608,0,905.444972073912,0,0,0,0,0,0,0,0,0,0,0,0,905.444972073912,76962.8226262825,0,0,0,0,0,0,0,14487.1195531826,0,1810.88994414782,0,0,0
"2001669019_2001669102019001","P5",44.93,-66.85,2001,10,15,0,0,0,0,0,226.361707144541,1358.17024286725,701.721292148078,0,0,0,0,8375.38316434803,0,0,2489.97877858996,0,0,0,0,0,0,4979.95755717991,0,0,452.723414289083,0,0,0,0,0,0,0,0,0,0,0,0,21051.6387644423,0,0,226.361707144541,0,0,0,452.723414289083,5432.68097146899,0,2942.70219287904,0,0,0
"2001669020_2001669102020001","P5",44.93,-66.85,2001,10,29,0,0,0,0,0,1358.16745811087,2716.33491622174,17837.2659498561,90.5444972073912,181.088994414782,0,0,7696.28226262825,11.3180621509239,0,0,0,0,0,0,0,0,0,0,452.722486036956,0,0,19919.7893856261,0,0,452.722486036956,0,452.722486036956,0,0,0,0,0,49346.7509780282,0,0,905.444972073912,0,0,0,905.444972073912,4074.5023743326,0,18108.8994414782,0,0,0
"2001669022_2001669102022001","P5",44.93,-66.85,2001,11,29,0,0,0,0,0,0,113.179409336636,611.168810417832,0,0,0,0,3961.27932678224,0,0,0,339.538228009907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.358818673271,452.717637346542,0,0,0,0,113.179409336636,8827.99392825757,0,0,339.538228009907,0,0,0,0,5206.25282948523,0,226.358818673271,0,0,0
"2002669001_2002669102001001","P5",44.93,-66.85,2002,1,3,0,0,0,0,0,0,0,1244.99618757148,0,90.545177277926,0,0,754.543143982717,9.0545177277926,0,0,226.362943194815,0,0,0,0,0,77.7179438302199,0,0,0,0,0,0,0,0,75.4543143982717,1659.99491676198,0,0,0,0,150.908628796543,2339.08374634642,0,0,452.72588638963,0,0,0,226.362943194815,7620.88575422544,0,0,0,0,0
"2002669003_2002669102003001","P5",44.93,-66.85,2002,1,29,0,0,0,22.6361243018478,0,0,0,679.083729055434,0,4.52722486036956,144.871195531826,0,0,40.745023743326,0,0,0,0,0,2.26361243018478,0,0,2.26361243018478,0,4.52722486036956,0,27.1633491622174,108.653396648869,0,0,4.52722486036956,4.52722486036956,27.1633491622174,0,58.8539231848043,0,0,4.52722486036956,339.541864527717,0,0,0,0,1910.48889107595,0,0,0,0,22.6361243018478,0,0,0
"2002669006_2002669102006001","P5",44.93,-66.85,2002,3,13,0,0,0,0,0,0,25.1511094884589,690.993639630291,0,0,0,0,251.511094884589,2.2635998539613,100.604437953836,0,25.1511094884589,0,0,0,0,0,0,0,0,0,0,176.057766419212,0,0,0,0,0,125.755547442294,0,0,0,0,2137.84430651901,25.1511094884589,0,0,0,0,0,0,1433.61324084216,0,0,0,0,0
"2002669007_2002669102007001","P5",44.93,-66.85,2002,4,15,0,0,0,0,0,59.0507590482986,0,108.653396648869,0,0,98.4179317471643,0,0,0,1968.35863494329,0,0,0,0,0,19.6835863494329,0,6.79083729055434,0,19.6835863494329,0,0,0,0,0,0,0,216.519449843762,0,39.3671726988657,0,0,0,826.71062667618,0,0,0,0,0,0,0,413.35531333809,0,19.6835863494329,0,0,0
"2002669008_2002669102008001","P5",44.93,-66.85,2002,5,2,0,0,0,0,0,0,0,237.676056338028,0,0,113.17907444668,0,0,0,1457.18058350101,0,0,0,0,0,14.147384305835,0,2.2635814889336,0,14.147384305835,99.0316901408451,0,0,0,0,0,0,155.621227364185,0,14.147384305835,0,0,0,523.453219315895,0,14.147384305835,0,14.147384305835,0,0,28.29476861167,198.06338028169,14.147384305835,0,0,0,0
"2002669009_2002669102009001","P5",44.93,-66.85,2002,5,17,0,0,0,0,0,0,0,269.704850682866,0,9.63231609581665,258.696489430504,0,0,0,16944.620057698,0,0,0,0,0,64.6741223576261,0,1034.78595772202,0,0,0,0,64.6741223576261,0,0,0,0,646.741223576261,0,0,0,0,64.6741223576261,388.044734145756,0,0,0,0,0,0,129.348244715252,582.067101218635,0,0,0,0,0
"2002669010_2002669102010001","P5",44.93,-66.85,2002,5,30,0,0,0,0,0,0,0,203.72511871663,0,0,0,0,90.5444972073912,0,316.905740225869,135.816745811087,0,0,0,271.633491622174,905.444972073912,0,5885.39231848043,0,90.5444972073912,45.2722486036956,0,45.2722486036956,0,0,0,0,135.816745811087,0,90.5444972073912,0,0,0,45.2722486036956,0,0,0,0,0,0,316.905740225869,407.45023743326,0,45.2722486036956,0,0,0
"2002669011_2002669102011001","P5",44.93,-66.85,2002,6,14,0,0,0,0,0,0,0,258.700032337504,0,0,0,0,1810.90022636253,0,0,0,0,0,0,905.450113181264,0,0,159359.219919902,0,0,0,0,2716.35033954379,0,0,0,0,0,0,0,0,0,0,1810.90022636253,0,0,0,0,0,0,1810.90022636253,0,0,3621.80045272506,0,0,0
